,X,Y,labels
246,-122.41592985,37.7604330004,0
247,-122.41592985,37.7604330004,0
248,-122.418467748,37.787965257,1
249,-122.418467748,37.787965257,1
250,-122.41592985,37.7604330004,0
251,-122.41592985,37.7604330004,0
252,-122.41592985,37.7604330004,0
253,-122.417964484,37.7586968166,0
254,-122.418467748,37.787965257,1
255,-122.418467748,37.787965257,1
256,-122.41592985,37.7604330004,0
257,-122.418904205,37.7570361132,0
258,-122.41592985,37.7604330004,0
259,-122.418467748,37.787965257,1
260,-122.418467748,37.787965257,1
261,-122.417332583,37.7635718956,0
262,-122.417028392,37.7603656932,0
263,-122.417964484,37.7586968166,0
264,-122.416078424,37.7620347867,0
265,-122.418221946,37.7481664084,0
266,-122.41592985,37.7604330004,0
267,-122.41592985,37.7604330004,0
268,-122.41592985,37.7604330004,0
269,-122.417964484,37.7586968166,0
270,-122.418467748,37.787965257,1
271,-122.418467748,37.787965257,1
272,-122.418467748,37.787965257,1
273,-122.415629332,37.7572322279,0
274,-122.418467748,37.787965257,1
275,-122.418467748,37.787965257,1
276,-122.418467748,37.787965257,1
277,-122.417812559,37.7571005796,0
278,-122.41592985,37.7604330004,0
279,-122.41592985,37.7604330004,0
280,-122.41592985,37.7604330004,0
281,-122.41592985,37.7604330004,0
282,-122.403409085,37.7531779939,0
283,-122.410059856,37.788082534,4
284,-122.41967178,37.7650501215,0
285,-122.419052694,37.7586324052,0
286,-122.41592985,37.7604330004,0
287,-122.408040475,37.7864094034,4
288,-122.417964484,37.7586968166,0
289,-122.418467748,37.787965257,1
290,-122.418467748,37.787965257,1
291,-122.418486297,37.7634954373,0
292,-122.418467748,37.787965257,1
293,-122.41592985,37.7604330004,0
294,-122.41592985,37.7604330004,0
295,-122.41592985,37.7604330004,0
296,-122.41592985,37.7604330004,0
297,-122.41592985,37.7604330004,0
298,-122.41592985,37.7604330004,0
299,-122.41638971,37.7652491154,0
300,-122.418368839,37.7874861572,1
301,-122.418467748,37.787965257,1
302,-122.418274172,37.7870372044,1
303,-122.426635077,37.7549624154,0
304,-122.417332583,37.7635718956,0
305,-122.408231026,37.787359495,4
306,-122.411702003,37.7878718776,1
307,-122.415781282,37.7588312135,0
308,-122.417964484,37.7586968166,0
309,-122.408231026,37.787359495,4
310,-122.412502864,37.7590272974,0
311,-122.408231026,37.787359495,4
312,-122.419930112,37.7868262082,1
313,-122.408231026,37.787359495,4
314,-122.41592985,37.7604330004,0
315,-122.408231026,37.787359495,4
316,-122.408231026,37.787359495,4
317,-122.40840386,37.7882933915,4
318,-122.417488324,37.765181804,0
319,-122.415629332,37.7572322279,0
320,-122.405466576,37.7646048757,0
321,-122.408040475,37.7864094034,4
322,-122.415781282,37.7588312135,0
323,-122.417964484,37.7586968166,0
324,-122.415629332,37.7572322279,0
325,-122.417812559,37.7571005796,0
326,-122.418120086,37.760301234,0
327,-122.412173946,37.7629167767,0
328,-122.41967178,37.7650501215,0
329,-122.408231026,37.787359495,4
330,-122.411090795,37.7617009782,0
331,-122.409876623,37.787148808,4
332,-122.41766064,37.755504342,0
333,-122.403409085,37.7531779939,0
334,-122.417964484,37.7586968166,0
335,-122.40840386,37.7882933915,4
336,-122.418120086,37.760301234,0
337,-122.418120086,37.760301234,0
338,-122.417964484,37.7586968166,0
339,-122.418272166,37.7619029613,0
340,-122.417964484,37.7586968166,0
341,-122.414845139,37.7605000726,0
342,-122.417964484,37.7586968166,0
343,-122.41766064,37.755504342,0
344,-122.408231026,37.787359495,4
345,-122.41592985,37.7604330004,0
346,-122.417964484,37.7586968166,0
347,-122.417964484,37.7586968166,0
348,-122.41592985,37.7604330004,0
349,-122.416720982,37.7571677817,0
350,-122.418120086,37.760301234,0
351,-122.417964484,37.7586968166,0
352,-122.417028392,37.7603656932,0
353,-122.415239912,37.7589178813,0
354,-122.412056242,37.7609899089,0
355,-122.416863556,37.7579459515,0
356,-122.415921585,37.7596123169,0
357,-122.415605496,37.7677177521,0
358,-122.408384276,37.7878271137,4
359,-122.463079076,37.7254765726,5
360,-122.417577215,37.7603888134,0
361,-122.416070933,37.7612142237,0
362,-122.417260521,37.7570790191,0
363,-122.460301751,37.7242085323,5
364,-122.473030392,37.7432215533,2
365,-122.415229421,37.7588083436,0
366,-122.413045094,37.7589402059,0
367,-122.415770264,37.7580118295,0
368,-122.412179604,37.7622630617,0
369,-122.405468776,37.7639259195,0
370,-122.488025948,37.7425626183,2
371,-122.418445946,37.7882184508,1
372,-122.417817853,37.7578884408,0
373,-122.41718521,37.7627583408,0
374,-122.415921585,37.7596123169,0
375,-122.410699658,37.7869881885,4
376,-122.403404791,37.7754207067,4
377,-122.41027135,37.7895016292,4
378,-122.459564595,37.7246926894,5
379,-122.410699658,37.7869881885,4
380,-122.410791678,37.783695227,4
381,-122.469655723,37.7648181686,2
382,-122.418208517,37.7555244882,0
383,-122.412422725,37.7648250318,0
384,-122.498974694,37.7607866652,2
385,-122.418108926,37.7594801326,0
386,-122.417970955,37.7594884557,0
387,-122.417970955,37.7594884557,0
388,-122.440593032,37.7163046735,5
389,-122.400180244,37.7913046529,4
390,-122.405941469,37.790463178,4
391,-122.405283981,37.7965510481,4
392,-122.402780926,37.7258401277,3
393,-122.405396537,37.793524904,4
394,-122.502148729,37.7755496262,2
395,-122.404079634,37.7108555178,3
396,-122.417169895,37.7611477648,0
397,-122.403994863,37.794611818,4
398,-122.418963082,37.7584203037,0
399,-122.400916029,37.7854574903,4
400,-122.416025191,37.7556559649,0
401,-122.404195425,37.7912255174,4
402,-122.406886504,37.7887345764,4
403,-122.406886504,37.7887345764,4
404,-122.406886504,37.7887345764,4
405,-122.406886504,37.7887345764,4
406,-122.406886504,37.7887345764,4
407,-122.406886504,37.7887345764,4
408,-122.406886504,37.7887345764,4
409,-122.406886504,37.7887345764,4
410,-122.406886504,37.7887345764,4
411,-122.417970955,37.7594884557,0
412,-122.408384276,37.7878271137,4
413,-122.410699658,37.7869881885,4
414,-122.406886504,37.7887345764,4
415,-122.406886504,37.7887345764,4
416,-122.406886504,37.7887345764,4
417,-122.406886504,37.7887345764,4
418,-122.406886504,37.7887345764,4
419,-122.406886504,37.7887345764,4
420,-122.406886504,37.7887345764,4
421,-122.406886504,37.7887345764,4
422,-122.406886504,37.7887345764,4
423,-122.406886504,37.7887345764,4
424,-122.406886504,37.7887345764,4
425,-122.406886504,37.7887345764,4
426,-122.406886504,37.7887345764,4
427,-122.406886504,37.7887345764,4
428,-122.406886504,37.7887345764,4
429,-122.406886504,37.7887345764,4
430,-122.406886504,37.7887345764,4
431,-122.408247356,37.7878432562,4
432,-122.408247356,37.7878432562,4
433,-122.409155387,37.7863245886,4
434,-122.403404791,37.7754207067,4
435,-122.489090192,37.7424057567,2
436,-122.405490836,37.7939790012,4
437,-122.412857127,37.7855804362,1
438,-122.422188261,37.7726948237,0
439,-122.492316502,37.7423737279,2
440,-122.410111374,37.778632049,4
441,-122.416331137,37.7588520014,0
442,-122.416878691,37.7595544125,0
443,-122.422188261,37.7726948237,0
444,-122.404828019,37.7897596938,4
445,-122.445474781,37.732396601,5
446,-122.490170247,37.7424682354,2
447,-122.416070933,37.7612142237,0
448,-122.410721626,37.7870966496,4
449,-122.411747372,37.7859988324,1
450,-122.481592052,37.7427355501,2
451,-122.404828019,37.7897596938,4
452,-122.407114491,37.7899019823,4
453,-122.416032977,37.7883351248,1
454,-122.478194247,37.7625630892,2
455,-122.415543548,37.7621213524,0
456,-122.408384276,37.7878271137,4
457,-122.403404791,37.7754207067,4
458,-122.40940833,37.7644227956,0
459,-122.417970955,37.7594884557,0
460,-122.417016664,37.7595460925,0
461,-122.408595111,37.7837069302,4
462,-122.400916029,37.7854574903,4
463,-122.400916029,37.7854574903,4
464,-122.400916029,37.7854574903,4
465,-122.400916029,37.7854574903,4
466,-122.400916029,37.7854574903,4
467,-122.400916029,37.7854574903,4
468,-122.400916029,37.7854574903,4
469,-122.400916029,37.7854574903,4
470,-122.400916029,37.7854574903,4
471,-122.410699658,37.7869881885,4
472,-122.410699658,37.7869881885,4
473,-122.410699658,37.7869881885,4
474,-122.410699658,37.7869881885,4
475,-122.410699658,37.7869881885,4
476,-122.410699658,37.7869881885,4
477,-122.410699658,37.7869881885,4
478,-122.410699658,37.7869881885,4
479,-122.410699658,37.7869881885,4
480,-122.410699658,37.7869881885,4
481,-122.410699658,37.7869881885,4
482,-122.410699658,37.7869881885,4
483,-122.410699658,37.7869881885,4
484,-122.410699658,37.7869881885,4
485,-122.410699658,37.7869881885,4
486,-122.410699658,37.7869881885,4
487,-122.410699658,37.7869881885,4
488,-122.410699658,37.7869881885,4
489,-122.410699658,37.7869881885,4
490,-122.410699658,37.7869881885,4
491,-122.404828019,37.7897596938,4
492,-122.411857033,37.788323545,1
493,-122.404079634,37.7108555178,3
494,-122.445217148,37.7827388378,1
495,-122.410699658,37.7869881885,4
496,-122.410699658,37.7869881885,4
497,-122.410699658,37.7869881885,4
498,-122.419058868,37.7594227506,0
499,-122.423682814,37.796204621,1
500,-122.400916029,37.7854574903,4
501,-122.400916029,37.7854574903,4
502,-122.403904789,37.7941711833,4
503,-122.406981047,37.7946373197,4
504,-122.471250259,37.7805788609,2
505,-122.408648589,37.7849124714,4
506,-122.418562097,37.7841847091,1
507,-122.409336466,37.7925067441,4
508,-122.417970955,37.7594884557,0
509,-122.416472035,37.7603453746,0
510,-122.404767636,37.7946646538,4
511,-122.419561596,37.7632161069,0
512,-122.43217156,37.722349838,3
513,-122.509644694,37.7752065367,2
514,-122.415921585,37.7596123169,0
515,-122.417955822,37.7578801214,0
516,-122.414845139,37.7605000726,0
517,-122.400916029,37.7854574903,4
518,-122.400916029,37.7854574903,4
519,-122.400916029,37.7854574903,4
520,-122.400916029,37.7854574903,4
521,-122.400916029,37.7854574903,4
522,-122.400916029,37.7854574903,4
523,-122.400916029,37.7854574903,4
524,-122.400916029,37.7854574903,4
525,-122.400916029,37.7854574903,4
526,-122.400916029,37.7854574903,4
527,-122.400916029,37.7854574903,4
528,-122.400916029,37.7854574903,4
529,-122.400916029,37.7854574903,4
530,-122.400916029,37.7854574903,4
531,-122.400916029,37.7854574903,4
532,-122.417180449,37.7619674218,0
533,-122.404195425,37.7912255174,4
534,-122.404828019,37.7897596938,4
535,-122.417812559,37.7571005796,0
536,-122.421701514,37.773641216,0
537,-122.410699658,37.7869881885,4
538,-122.410699658,37.7869881885,4
539,-122.410699658,37.7869881885,4
540,-122.410699658,37.7869881885,4
541,-122.410699658,37.7869881885,4
542,-122.410699658,37.7869881885,4
543,-122.410699658,37.7869881885,4
544,-122.410699658,37.7869881885,4
545,-122.410699658,37.7869881885,4
546,-122.410699658,37.7869881885,4
547,-122.410699658,37.7869881885,4
548,-122.417964484,37.7586968166,0
549,-122.42206273,37.7899200015,1
550,-122.472707845,37.7777528845,2
551,-122.397744427,37.7299346936,3
552,-122.418368839,37.7874861572,1
553,-122.439819027,37.7141051921,5
554,-122.392925908,37.7909162094,4
555,-122.439329635,37.7819788534,1
556,-122.416032977,37.7883351248,1
557,-122.412857127,37.7855804362,1
558,-122.405396537,37.793524904,4
559,-122.48390412,37.7184872987,5
560,-122.417964484,37.7586968166,0
561,-122.400916029,37.7854574903,4
562,-122.48503873,37.7612911364,2
563,-122.48503873,37.7612911364,2
564,-122.48503873,37.7612911364,2
565,-122.48503873,37.7612911364,2
566,-122.48503873,37.7612911364,2
567,-122.418120086,37.760301234,0
568,-122.400916029,37.7854574903,4
569,-122.400916029,37.7854574903,4
570,-122.400916029,37.7854574903,4
571,-122.400916029,37.7854574903,4
572,-122.400916029,37.7854574903,4
573,-122.400916029,37.7854574903,4
574,-122.400916029,37.7854574903,4
575,-122.400916029,37.7854574903,4
576,-122.400916029,37.7854574903,4
577,-122.400916029,37.7854574903,4
578,-122.400916029,37.7854574903,4
579,-122.400916029,37.7854574903,4
580,-122.403404791,37.7754207067,4
581,-122.403404791,37.7754207067,4
582,-122.481309337,37.754082245,2
583,-122.481309337,37.754082245,2
584,-122.49094436,37.7535477247,2
585,-122.495731177,37.7758429042,2
586,-122.461346511,37.7774104345,2
587,-122.418351238,37.7570133987,0
588,-122.468510801,37.7197169663,5
589,-122.421733768,37.7632996946,0
590,-122.47755034,37.7617306685,2
591,-122.47755034,37.7617306685,2
592,-122.47755034,37.7617306685,2
593,-122.417964484,37.7586968166,0
594,-122.504206336,37.7501922192,2
595,-122.504206336,37.7501922192,2
596,-122.417028392,37.7603656932,0
597,-122.448307079,37.7356506399,5
598,-122.448307079,37.7356506399,5
599,-122.448307079,37.7356506399,5
600,-122.404828019,37.7897596938,4
601,-122.417273345,37.7861493948,1
602,-122.417997608,37.7769551138,1
603,-122.506470086,37.7603454517,2
604,-122.417964484,37.7586968166,0
605,-122.41920825,37.7602340754,0
606,-122.400916029,37.7854574903,4
607,-122.400916029,37.7854574903,4
608,-122.400916029,37.7854574903,4
609,-122.400916029,37.7854574903,4
610,-122.400916029,37.7854574903,4
611,-122.401207222,37.7220290973,3
612,-122.422188261,37.7726948237,0
613,-122.400816276,37.788817004,4
614,-122.416708154,37.7684715664,0
615,-122.416708154,37.7684715664,0
616,-122.403891536,37.798715319,4
617,-122.386851784,37.7175091052,3
618,-122.409876623,37.787148808,4
619,-122.408550682,37.7773885566,4
620,-122.408550682,37.7773885566,4
621,-122.412782237,37.8056654685,1
622,-122.405396537,37.793524904,4
623,-122.414201442,37.7876109395,1
624,-122.419317324,37.7879136979,1
625,-122.502148729,37.7755496262,2
626,-122.409055191,37.7871979591,4
627,-122.408040475,37.7864094034,4
628,-122.418221946,37.7481664084,0
629,-122.418221946,37.7481664084,0
630,-122.417955822,37.7578801214,0
631,-122.41151882,37.7869408999,4
632,-122.408231026,37.787359495,4
633,-122.409686192,37.7862042105,4
634,-122.42243554,37.7917625984,1
635,-122.411569592,37.7582649135,0
636,-122.411569592,37.7582649135,0
637,-122.412457953,37.7147347357,3
638,-122.400916029,37.7854574903,4
639,-122.400916029,37.7854574903,4
640,-122.400916029,37.7854574903,4
641,-122.400916029,37.7854574903,4
642,-122.400916029,37.7854574903,4
643,-122.400916029,37.7854574903,4
644,-122.400916029,37.7854574903,4
645,-122.417970955,37.7594884557,0
646,-122.413797083,37.7602740352,0
647,-122.42206273,37.7899200015,1
648,-122.42206273,37.7899200015,1
649,-122.42206273,37.7899200015,1
650,-122.42206273,37.7899200015,1
651,-122.42206273,37.7899200015,1
652,-122.42206273,37.7899200015,1
653,-122.42206273,37.7899200015,1
654,-122.42206273,37.7899200015,1
655,-122.42206273,37.7899200015,1
656,-122.42206273,37.7899200015,1
657,-122.42206273,37.7899200015,1
658,-122.42206273,37.7899200015,1
659,-122.42206273,37.7899200015,1
660,-122.42206273,37.7899200015,1
661,-122.42206273,37.7899200015,1
662,-122.42206273,37.7899200015,1
663,-122.42206273,37.7899200015,1
664,-122.42206273,37.7899200015,1
665,-122.42206273,37.7899200015,1
666,-122.42206273,37.7899200015,1
667,-122.42206273,37.7899200015,1
668,-122.417812559,37.7571005796,0
669,-122.416230393,37.7636337703,0
670,-122.418368839,37.7874861572,1
671,-122.415155941,37.7636979309,0
672,-122.406173615,37.7626173569,0
673,-122.415781282,37.7588312135,0
674,-122.414270421,37.7918797837,1
675,-122.4168252,37.7872771546,1
676,-122.418090767,37.7861007452,1
677,-122.41592985,37.7604330004,0
678,-122.416872884,37.7587640201,0
679,-122.41638971,37.7652491154,0
680,-122.416220196,37.762815158,0
681,-122.416230393,37.7636337703,0
682,-122.400631955,37.7539653995,0
683,-122.417209639,37.7900459017,1
684,-122.421195222,37.7847536578,1
685,-122.416569016,37.7555687969,0
686,-122.420497289,37.7896188192,1
687,-122.416075285,37.7844496613,1
688,-122.418274172,37.7870372043,1
689,-122.418467748,37.787965257,1
690,-122.417903978,37.7851670876,1
691,-122.413591696,37.7638222259,0
692,-122.415781282,37.7588312135,0
693,-122.417964484,37.7586968166,0
694,-122.418467748,37.787965257,1
695,-122.417710345,37.7842362878,1
696,-122.414845139,37.7605000726,0
697,-122.412041634,37.7622714633,0
698,-122.416070933,37.7612142237,0
699,-122.417964484,37.7586968166,0
700,-122.417368207,37.7905094152,1
701,-122.413107623,37.765448018,0
702,-122.416230393,37.7636337703,0
703,-122.417812559,37.7571005796,0
704,-122.416075285,37.7844496613,1
705,-122.415155941,37.7636979309,0
706,-122.418272166,37.7619029613,0
707,-122.421949488,37.7884881521,1
708,-122.420691681,37.7905770711,1
709,-122.417817853,37.7578884408,0
710,-122.408188875,37.7618771,0
711,-122.417903978,37.7851670875,1
712,-122.418274172,37.7870372043,1
713,-122.418486297,37.7634954373,0
714,-122.417970955,37.7594884557,0
715,-122.418368839,37.7874861572,1
716,-122.41592985,37.7604330004,0
717,-122.416078424,37.7620347867,0
718,-122.416070933,37.7612142237,0
719,-122.418467748,37.787965257,1
720,-122.418368839,37.7874861572,1
721,-122.416082198,37.7628232674,0
722,-122.426995327,37.8008726328,1
723,-122.418274172,37.7870372044,1
724,-122.418274172,37.7870372044,1
725,-122.417903978,37.7851670875,1
726,-122.417710345,37.7842362878,1
727,-122.416078424,37.7620347867,0
728,-122.418701003,37.7651098786,0
729,-122.418108926,37.7594801326,0
730,-122.416725586,37.7579542741,0
731,-122.418274172,37.7870372044,1
732,-122.416230393,37.7636337703,0
733,-122.416261837,37.7853750846,1
734,-122.420691681,37.7905770711,1
735,-122.406173615,37.7626173569,0
736,-122.421319145,37.7894600152,1
737,-122.415873491,37.7653356123,0
738,-122.418580509,37.7881906055,1
739,-122.418486297,37.7634954373,0
740,-122.415308389,37.7653161356,0
741,-122.416075285,37.7844496613,1
742,-122.418486297,37.7634954373,0
743,-122.418274172,37.7870372044,1
744,-122.418368839,37.7874861572,1
745,-122.420307356,37.7886989511,1
746,-122.418274172,37.7870372044,1
747,-122.419658344,37.7642205604,0
748,-122.417964484,37.7586968166,0
749,-122.413591696,37.7638222259,0
750,-122.41638971,37.7652491154,0
751,-122.416872884,37.7587640201,0
752,-122.415921585,37.7596123169,0
753,-122.41592985,37.7604330004,0
754,-122.417710345,37.7842362878,1
755,-122.416075285,37.7844496613,1
756,-122.416230393,37.7636337703,0
757,-122.418467748,37.787965257,1
758,-122.415781282,37.7588312135,0
759,-122.416230393,37.7636337703,0
760,-122.418274172,37.7870372043,1
761,-122.416075285,37.7844496613,1
762,-122.418368839,37.7874861572,1
763,-122.417817853,37.7578884408,0
764,-122.433155869,37.7812673468,1
765,-122.416075285,37.7844496613,1
766,-122.418486297,37.7634954373,0
767,-122.41592985,37.7604330004,0
768,-122.411486366,37.7482978317,0
769,-122.416075285,37.7844496613,1
770,-122.41592985,37.7604330004,0
771,-122.41638971,37.7652491154,0
772,-122.412056242,37.7609899089,0
773,-122.418467748,37.787965257,1
774,-122.415921585,37.7596123169,0
775,-122.418274172,37.7870372044,1
776,-122.415000537,37.7620990021,0
777,-122.415000537,37.7620990021,0
778,-122.416075285,37.7844496613,1
779,-122.417180449,37.7619674218,0
780,-122.416075285,37.7844496613,1
781,-122.416075285,37.7844496613,1
