,X,Y,labels
349,-122.416720982,37.7571677817,1
350,-122.418120086,37.760301234,1
351,-122.417964484,37.7586968166,1
352,-122.417028392,37.7603656932,1
353,-122.415239912,37.7589178813,1
354,-122.412056242,37.7609899089,1
355,-122.416863556,37.7579459515,1
356,-122.415921585,37.7596123169,1
357,-122.415605496,37.7677177521,1
358,-122.408384276,37.7878271137,0
359,-122.463079076,37.7254765726,2
360,-122.417577215,37.7603888134,1
361,-122.416070933,37.7612142237,1
362,-122.417260521,37.7570790191,1
363,-122.460301751,37.7242085323,2
364,-122.473030392,37.7432215533,3
365,-122.415229421,37.7588083436,1
366,-122.413045094,37.7589402059,1
367,-122.415770264,37.7580118295,1
368,-122.412179604,37.7622630617,1
369,-122.405468776,37.7639259195,1
370,-122.488025948,37.7425626183,3
371,-122.418445946,37.7882184508,0
372,-122.417817853,37.7578884408,1
373,-122.41718521,37.7627583408,1
374,-122.415921585,37.7596123169,1
375,-122.410699658,37.7869881885,0
376,-122.403404791,37.7754207067,0
377,-122.41027135,37.7895016292,0
378,-122.459564595,37.7246926894,2
379,-122.410699658,37.7869881885,0
380,-122.410791678,37.783695227,0
381,-122.469655723,37.7648181686,3
382,-122.418208517,37.7555244882,1
383,-122.412422725,37.7648250318,1
384,-122.498974694,37.7607866652,3
385,-122.418108926,37.7594801326,1
386,-122.417970955,37.7594884557,1
387,-122.417970955,37.7594884557,1
388,-122.440593032,37.7163046735,2
389,-122.400180244,37.7913046529,0
390,-122.405941469,37.790463178,0
391,-122.405283981,37.7965510481,0
392,-122.402780926,37.7258401277,1
393,-122.405396537,37.793524904,0
394,-122.502148729,37.7755496262,3
395,-122.404079634,37.7108555178,1
396,-122.417169895,37.7611477648,1
397,-122.403994863,37.794611818,0
398,-122.418963082,37.7584203037,1
399,-122.400916029,37.7854574903,0
400,-122.416025191,37.7556559649,1
401,-122.404195425,37.7912255174,0
402,-122.406886504,37.7887345764,0
403,-122.406886504,37.7887345764,0
404,-122.406886504,37.7887345764,0
405,-122.406886504,37.7887345764,0
406,-122.406886504,37.7887345764,0
407,-122.406886504,37.7887345764,0
408,-122.406886504,37.7887345764,0
409,-122.406886504,37.7887345764,0
410,-122.406886504,37.7887345764,0
411,-122.417970955,37.7594884557,1
412,-122.408384276,37.7878271137,0
413,-122.410699658,37.7869881885,0
414,-122.406886504,37.7887345764,0
415,-122.406886504,37.7887345764,0
416,-122.406886504,37.7887345764,0
417,-122.406886504,37.7887345764,0
418,-122.406886504,37.7887345764,0
419,-122.406886504,37.7887345764,0
420,-122.406886504,37.7887345764,0
421,-122.406886504,37.7887345764,0
422,-122.406886504,37.7887345764,0
423,-122.406886504,37.7887345764,0
424,-122.406886504,37.7887345764,0
425,-122.406886504,37.7887345764,0
426,-122.406886504,37.7887345764,0
427,-122.406886504,37.7887345764,0
428,-122.406886504,37.7887345764,0
429,-122.406886504,37.7887345764,0
430,-122.406886504,37.7887345764,0
431,-122.408247356,37.7878432562,0
432,-122.408247356,37.7878432562,0
433,-122.409155387,37.7863245886,0
434,-122.403404791,37.7754207067,0
435,-122.489090192,37.7424057567,3
436,-122.405490836,37.7939790012,0
437,-122.412857127,37.7855804362,0
438,-122.422188261,37.7726948237,1
439,-122.492316502,37.7423737279,3
440,-122.410111374,37.778632049,0
441,-122.416331137,37.7588520014,1
442,-122.416878691,37.7595544125,1
443,-122.422188261,37.7726948237,1
444,-122.404828019,37.7897596938,0
445,-122.445474781,37.732396601,2
446,-122.490170247,37.7424682354,3
447,-122.416070933,37.7612142237,1
448,-122.410721626,37.7870966496,0
449,-122.411747372,37.7859988324,0
450,-122.481592052,37.7427355501,3
451,-122.404828019,37.7897596938,0
452,-122.407114491,37.7899019823,0
453,-122.416032977,37.7883351248,0
454,-122.478194247,37.7625630892,3
455,-122.415543548,37.7621213524,1
456,-122.408384276,37.7878271137,0
457,-122.403404791,37.7754207067,0
458,-122.40940833,37.7644227956,1
459,-122.417970955,37.7594884557,1
460,-122.417016664,37.7595460925,1
461,-122.408595111,37.7837069302,0
462,-122.400916029,37.7854574903,0
463,-122.400916029,37.7854574903,0
464,-122.400916029,37.7854574903,0
465,-122.400916029,37.7854574903,0
466,-122.400916029,37.7854574903,0
467,-122.400916029,37.7854574903,0
468,-122.400916029,37.7854574903,0
469,-122.400916029,37.7854574903,0
470,-122.400916029,37.7854574903,0
471,-122.410699658,37.7869881885,0
472,-122.410699658,37.7869881885,0
473,-122.410699658,37.7869881885,0
474,-122.410699658,37.7869881885,0
475,-122.410699658,37.7869881885,0
476,-122.410699658,37.7869881885,0
477,-122.410699658,37.7869881885,0
478,-122.410699658,37.7869881885,0
479,-122.410699658,37.7869881885,0
480,-122.410699658,37.7869881885,0
481,-122.410699658,37.7869881885,0
482,-122.410699658,37.7869881885,0
483,-122.410699658,37.7869881885,0
484,-122.410699658,37.7869881885,0
485,-122.410699658,37.7869881885,0
486,-122.410699658,37.7869881885,0
487,-122.410699658,37.7869881885,0
488,-122.410699658,37.7869881885,0
489,-122.410699658,37.7869881885,0
490,-122.410699658,37.7869881885,0
491,-122.404828019,37.7897596938,0
492,-122.411857033,37.788323545,0
493,-122.404079634,37.7108555178,1
494,-122.445217148,37.7827388378,0
495,-122.410699658,37.7869881885,0
496,-122.410699658,37.7869881885,0
497,-122.410699658,37.7869881885,0
498,-122.419058868,37.7594227506,1
499,-122.423682814,37.796204621,0
500,-122.400916029,37.7854574903,0
501,-122.400916029,37.7854574903,0
502,-122.403904789,37.7941711833,0
503,-122.406981047,37.7946373197,0
504,-122.471250259,37.7805788609,3
505,-122.408648589,37.7849124714,0
506,-122.418562097,37.7841847091,0
507,-122.409336466,37.7925067441,0
508,-122.417970955,37.7594884557,1
509,-122.416472035,37.7603453746,1
510,-122.404767636,37.7946646538,0
511,-122.419561596,37.7632161069,1
512,-122.43217156,37.722349838,2
513,-122.509644694,37.7752065367,3
514,-122.415921585,37.7596123169,1
515,-122.417955822,37.7578801214,1
516,-122.414845139,37.7605000726,1
517,-122.400916029,37.7854574903,0
518,-122.400916029,37.7854574903,0
519,-122.400916029,37.7854574903,0
520,-122.400916029,37.7854574903,0
521,-122.400916029,37.7854574903,0
522,-122.400916029,37.7854574903,0
523,-122.400916029,37.7854574903,0
524,-122.400916029,37.7854574903,0
525,-122.400916029,37.7854574903,0
526,-122.400916029,37.7854574903,0
527,-122.400916029,37.7854574903,0
528,-122.400916029,37.7854574903,0
529,-122.400916029,37.7854574903,0
530,-122.400916029,37.7854574903,0
531,-122.400916029,37.7854574903,0
532,-122.417180449,37.7619674218,1
533,-122.404195425,37.7912255174,0
534,-122.404828019,37.7897596938,0
535,-122.417812559,37.7571005796,1
536,-122.421701514,37.773641216,1
537,-122.410699658,37.7869881885,0
538,-122.410699658,37.7869881885,0
539,-122.410699658,37.7869881885,0
540,-122.410699658,37.7869881885,0
541,-122.410699658,37.7869881885,0
542,-122.410699658,37.7869881885,0
543,-122.410699658,37.7869881885,0
544,-122.410699658,37.7869881885,0
545,-122.410699658,37.7869881885,0
546,-122.410699658,37.7869881885,0
547,-122.410699658,37.7869881885,0
548,-122.417964484,37.7586968166,1
549,-122.42206273,37.7899200015,0
550,-122.472707845,37.7777528845,3
551,-122.397744427,37.7299346936,1
552,-122.418368839,37.7874861572,0
553,-122.439819027,37.7141051921,2
554,-122.392925908,37.7909162094,0
555,-122.439329635,37.7819788534,0
556,-122.416032977,37.7883351248,0
557,-122.412857127,37.7855804362,0
558,-122.405396537,37.793524904,0
559,-122.48390412,37.7184872987,2
560,-122.417964484,37.7586968166,1
561,-122.400916029,37.7854574903,0
562,-122.48503873,37.7612911364,3
563,-122.48503873,37.7612911364,3
564,-122.48503873,37.7612911364,3
565,-122.48503873,37.7612911364,3
566,-122.48503873,37.7612911364,3
567,-122.418120086,37.760301234,1
568,-122.400916029,37.7854574903,0
569,-122.400916029,37.7854574903,0
570,-122.400916029,37.7854574903,0
571,-122.400916029,37.7854574903,0
572,-122.400916029,37.7854574903,0
573,-122.400916029,37.7854574903,0
574,-122.400916029,37.7854574903,0
575,-122.400916029,37.7854574903,0
576,-122.400916029,37.7854574903,0
577,-122.400916029,37.7854574903,0
578,-122.400916029,37.7854574903,0
579,-122.400916029,37.7854574903,0
580,-122.403404791,37.7754207067,0
581,-122.403404791,37.7754207067,0
582,-122.481309337,37.754082245,3
583,-122.481309337,37.754082245,3
584,-122.49094436,37.7535477247,3
585,-122.495731177,37.7758429042,3
586,-122.461346511,37.7774104345,3
587,-122.418351238,37.7570133987,1
588,-122.468510801,37.7197169663,2
589,-122.421733768,37.7632996946,1
590,-122.47755034,37.7617306685,3
591,-122.47755034,37.7617306685,3
592,-122.47755034,37.7617306685,3
593,-122.417964484,37.7586968166,1
594,-122.504206336,37.7501922192,3
595,-122.504206336,37.7501922192,3
596,-122.417028392,37.7603656932,1
597,-122.448307079,37.7356506399,2
598,-122.448307079,37.7356506399,2
599,-122.448307079,37.7356506399,2
600,-122.404828019,37.7897596938,0
601,-122.417273345,37.7861493948,0
602,-122.417997608,37.7769551138,0
603,-122.506470086,37.7603454517,3
604,-122.417964484,37.7586968166,1
605,-122.41920825,37.7602340754,1
606,-122.400916029,37.7854574903,0
607,-122.400916029,37.7854574903,0
608,-122.400916029,37.7854574903,0
609,-122.400916029,37.7854574903,0
610,-122.400916029,37.7854574903,0
611,-122.401207222,37.7220290973,1
612,-122.422188261,37.7726948237,1
613,-122.400816276,37.788817004,0
614,-122.416708154,37.7684715664,1
615,-122.416708154,37.7684715664,1
616,-122.403891536,37.798715319,0
617,-122.386851784,37.7175091052,1
618,-122.409876623,37.787148808,0
619,-122.408550682,37.7773885566,0
620,-122.408550682,37.7773885566,0
621,-122.412782237,37.8056654685,0
622,-122.405396537,37.793524904,0
623,-122.414201442,37.7876109395,0
624,-122.419317324,37.7879136979,0
625,-122.502148729,37.7755496262,3
626,-122.409055191,37.7871979591,0
627,-122.408040475,37.7864094034,0
628,-122.418221946,37.7481664084,1
629,-122.418221946,37.7481664084,1
630,-122.417955822,37.7578801214,1
631,-122.41151882,37.7869408999,0
632,-122.408231026,37.787359495,0
633,-122.409686192,37.7862042105,0
634,-122.42243554,37.7917625984,0
635,-122.411569592,37.7582649135,1
636,-122.411569592,37.7582649135,1
637,-122.412457953,37.7147347357,1
638,-122.400916029,37.7854574903,0
639,-122.400916029,37.7854574903,0
640,-122.400916029,37.7854574903,0
641,-122.400916029,37.7854574903,0
642,-122.400916029,37.7854574903,0
643,-122.400916029,37.7854574903,0
644,-122.400916029,37.7854574903,0
645,-122.417970955,37.7594884557,1
646,-122.413797083,37.7602740352,1
647,-122.42206273,37.7899200015,0
648,-122.42206273,37.7899200015,0
649,-122.42206273,37.7899200015,0
650,-122.42206273,37.7899200015,0
651,-122.42206273,37.7899200015,0
652,-122.42206273,37.7899200015,0
653,-122.42206273,37.7899200015,0
654,-122.42206273,37.7899200015,0
655,-122.42206273,37.7899200015,0
656,-122.42206273,37.7899200015,0
657,-122.42206273,37.7899200015,0
658,-122.42206273,37.7899200015,0
659,-122.42206273,37.7899200015,0
660,-122.42206273,37.7899200015,0
661,-122.42206273,37.7899200015,0
662,-122.42206273,37.7899200015,0
663,-122.42206273,37.7899200015,0
664,-122.42206273,37.7899200015,0
665,-122.42206273,37.7899200015,0
666,-122.42206273,37.7899200015,0
667,-122.42206273,37.7899200015,0
668,-122.417812559,37.7571005796,1
669,-122.416230393,37.7636337703,1
670,-122.418368839,37.7874861572,0
671,-122.415155941,37.7636979309,1
672,-122.406173615,37.7626173569,1
673,-122.415781282,37.7588312135,1
674,-122.414270421,37.7918797837,0
675,-122.4168252,37.7872771546,0
676,-122.418090767,37.7861007452,0
677,-122.41592985,37.7604330004,1
678,-122.416872884,37.7587640201,1
679,-122.41638971,37.7652491154,1
680,-122.416220196,37.762815158,1
681,-122.416230393,37.7636337703,1
682,-122.400631955,37.7539653995,1
683,-122.417209639,37.7900459017,0
684,-122.421195222,37.7847536578,0
685,-122.416569016,37.7555687969,1
686,-122.420497289,37.7896188192,0
687,-122.416075285,37.7844496613,0
688,-122.418274172,37.7870372043,0
689,-122.418467748,37.787965257,0
690,-122.417903978,37.7851670876,0
691,-122.413591696,37.7638222259,1
692,-122.415781282,37.7588312135,1
693,-122.417964484,37.7586968166,1
694,-122.418467748,37.787965257,0
695,-122.417710345,37.7842362878,0
696,-122.414845139,37.7605000726,1
697,-122.412041634,37.7622714633,1
698,-122.416070933,37.7612142237,1
699,-122.417964484,37.7586968166,1
700,-122.417368207,37.7905094152,0
701,-122.413107623,37.765448018,1
702,-122.416230393,37.7636337703,1
703,-122.417812559,37.7571005796,1
704,-122.416075285,37.7844496613,0
705,-122.415155941,37.7636979309,1
706,-122.418272166,37.7619029613,1
707,-122.421949488,37.7884881521,0
708,-122.420691681,37.7905770711,0
709,-122.417817853,37.7578884408,1
710,-122.408188875,37.7618771,1
711,-122.417903978,37.7851670875,0
712,-122.418274172,37.7870372043,0
713,-122.418486297,37.7634954373,1
714,-122.417970955,37.7594884557,1
715,-122.418368839,37.7874861572,0
716,-122.41592985,37.7604330004,1
717,-122.416078424,37.7620347867,1
718,-122.416070933,37.7612142237,1
719,-122.418467748,37.787965257,0
720,-122.418368839,37.7874861572,0
721,-122.416082198,37.7628232674,1
722,-122.426995327,37.8008726328,0
723,-122.418274172,37.7870372044,0
724,-122.418274172,37.7870372044,0
725,-122.417903978,37.7851670875,0
726,-122.417710345,37.7842362878,0
727,-122.416078424,37.7620347867,1
728,-122.418701003,37.7651098786,1
729,-122.418108926,37.7594801326,1
730,-122.416725586,37.7579542741,1
731,-122.418274172,37.7870372044,0
732,-122.416230393,37.7636337703,1
733,-122.416261837,37.7853750846,0
734,-122.420691681,37.7905770711,0
735,-122.406173615,37.7626173569,1
736,-122.421319145,37.7894600152,0
737,-122.415873491,37.7653356123,1
738,-122.418580509,37.7881906055,0
739,-122.418486297,37.7634954373,1
740,-122.415308389,37.7653161356,1
741,-122.416075285,37.7844496613,0
742,-122.418486297,37.7634954373,1
743,-122.418274172,37.7870372044,0
744,-122.418368839,37.7874861572,0
745,-122.420307356,37.7886989511,0
746,-122.418274172,37.7870372044,0
747,-122.419658344,37.7642205604,1
748,-122.417964484,37.7586968166,1
749,-122.413591696,37.7638222259,1
750,-122.41638971,37.7652491154,1
751,-122.416872884,37.7587640201,1
752,-122.415921585,37.7596123169,1
753,-122.41592985,37.7604330004,1
754,-122.417710345,37.7842362878,0
755,-122.416075285,37.7844496613,0
756,-122.416230393,37.7636337703,1
757,-122.418467748,37.787965257,0
758,-122.415781282,37.7588312135,1
759,-122.416230393,37.7636337703,1
760,-122.418274172,37.7870372043,0
761,-122.416075285,37.7844496613,0
762,-122.418368839,37.7874861572,0
763,-122.417817853,37.7578884408,1
764,-122.433155869,37.7812673468,0
765,-122.416075285,37.7844496613,0
766,-122.418486297,37.7634954373,1
767,-122.41592985,37.7604330004,1
768,-122.411486366,37.7482978317,1
769,-122.416075285,37.7844496613,0
770,-122.41592985,37.7604330004,1
771,-122.41638971,37.7652491154,1
772,-122.412056242,37.7609899089,1
773,-122.418467748,37.787965257,0
774,-122.415921585,37.7596123169,1
775,-122.418274172,37.7870372044,0
776,-122.415000537,37.7620990021,1
777,-122.415000537,37.7620990021,1
778,-122.416075285,37.7844496613,0
779,-122.417180449,37.7619674218,1
780,-122.416075285,37.7844496613,0
781,-122.416075285,37.7844496613,0
